岩下医院,東京都狛江市中和泉５－２０－１１,03-3489-3577,#N/A,,,,,,,23:30,13:00,,,,,,,,,,,,,,,12:00,14:00,,,,,日本語
練馬第一診療所,東京都練馬区平和台4丁目20番16号,03-3933-8957,#N/A,9:00,12:00,14:00,16:00,9:00,12:00,15:00,18:00,9:00,12:00,,,9:00,12:00,14:00,16:00,9:00,12:00,15:00,16:00,9:00,13:00,,,,,,,x
内科いしだクリニック,東京都武蔵野市中町1-17-2ステラ武蔵野2階,0422-53-1115,#N/A,12:00,13:00,,,12:00,13:00,,,12:00,13:00,,,,,,,12:00,13:00,,,12:00,13:00,,,,,,,x
さるえこどもクリニック,東京都江東区猿江1-18-18,web予約,#N/A,12:00,12:30,17:45,18:30,12:00,12:30,17:45,18:30,12:00,12:30,17:45,18:30,,,,,12:00,12:30,17:45,18:30,12:00,12:30,,,,,,,x
医療法人社団 野溝医院,東京都大田区東矢口2-17-13,03-3759-2717,#N/A,,,12:00,13:00,,,12:00,13:00,,,12:00,13:00,,,12:00,13:00,,,12:00,13:00,,,12:00,13:00,,,,,なし。
やまだ内科クリニック,東京都新宿区北町23,03-5206-8853,#N/A,,,0:00,13:00,,,0:00,13:00,,,0:00,13:00,,,0:00,13:00,,,0:00,13:00,,,0:00,13:00,,,,,なし
中河原内科クリニック,東京都府中市住吉町1-84-1-102,042-351-0267,#N/A,12:00,13:00,,,12:00,13:00,,,12:00,13:00,,,12:00,13:00,,,12:00,13:00,,,12:00,13:00,,,,,,,x
ちほ内科クリニック,東京都府中市武蔵台3－31－8,042-323-1068,#N/A,,,,,9:00,12:30,14:00,17:30,9:00,12:30,,,9:00,12:30,14:00,17:30,,,,,9:00,12:30,,,9:00,13:00,,,x
医療法人社団千一心会杉本医院,東京都中野区野方2-7-17,03-3388-2338,内科;小児科,,,12:00,14:00,,,12:00,14:00,,,12:00,14:00,11:00,12:00,,,,,12:00,14:00,11:00,12:00,,,,,,,x
東京原宿医院,東京都渋谷区神宮前1-10-23,03-3402-7474,#N/A,11:00,12:00,16:00,17:00,11:00,12:00,16:00,17:00,11:00,12:00,16:00,17:00,11:00,12:00,16:00,17:00,11:00,12:00,16:00,17:00,,,,,,,,,x
医療法人社団済仁会　品川港南クリニック,東京都港区港南2-4-7石橋ビル３F,03-3472-0085,#N/A,10:00,13:00,15:00,18:00,10:00,13:00,15:00,18:00,10:00,13:00,15:00,18:00,10:00,13:00,15:00,18:00,10:00,13:00,15:00,18:00,,,,,,,,,英語
東久留米おだやかメディカルクリニック,東京都東久留米市南沢5-17-62イオンモール東久留米2F,090-6474-2951,#N/A,10:00,13:00,15:00,18:00,10:00,13:00,15:00,18:00,10:00,13:00,15:00,18:00,,,,,10:00,13:00,15:00,18:00,10:00,13:00,15:00,18:00,10:00,13:00,15:00,18:00,x
クリニックばんびいに,東京都港区白金台3-16-13,03-3441-4150,#N/A,9:00,11:00,16:00,18:00,9:00,11:00,16:00,18:00,9:00,11:00,16:00,18:00,9:00,11:00,16:00,18:00,9:00,11:00,16:00,18:00,9:00,11:00,,,,,,,x
熊谷医院,東京都町田市金森東4-33-4,042-795-5325,内科,9:00,13:00,,,9:00,13:00,,,9:00,13:00,,,,,,,9:00,13:00,,,9:00,13:00,,,9:00,13:00,,,なし
本郷内科クリニック,東京都文京区,03-5684-1009,#N/A,12:00,14:00,18:00,19:00,12:00,14:00,18:00,19:00,12:00,14:00,,,12:00,14:00,18:00,19:00,12:00,14:00,18:00,19:00,12:00,14:00,,,,,,,x
伊東医院,東京都杉並区井草1-19-27,03-3399-3848,#N/A,12:00,13:00,15:00,16:00,12:00,13:00,15:00,16:00,12:00,13:00,,,12:00,13:00,15:00,16:00,,,,,12:00,13:00,,,,,,,x
医療法人社団てらもとクリニック,東京都練馬区南大泉1-15-39スプリング101,03-5905-6006,#N/A,8:45,12:00,14:30,16:30,8:45,12:00,14:30,16:30,8:45,12:00,14:30,16:30,8:45,12:00,14:30,16:30,8:45,12:00,14:30,16:30,8:45,12:00,14:30,15:30,,,,,英語
医療法人社団千風会なかじま整形外科・小児科クリニック,東京都足立区皿沼1－16－5,03-5837-8070,#N/A,9:00,11:00,15:40,16:40,9:00,11:00,15:40,16:40,,,,,9:00,11:00,15:40,16:40,9:00,11:00,15:40,16:40,9:00,12:00,,,,,,,x
医療法人社団おくむら医院,東京都江東区南砂２－６－３サンライズ東陽２階,03-5653-2228,#N/A,12:00,14:30,18:00,19:30,12:00,14:30,18:00,19:30,12:00,14:30,18:00,19:30,12:00,16:00,,,12:00,14:30,18:00,19:30,12:00,16:00,,,,,,,x
医療法人社団おがわクリニック,東京都八王子市堀之内3－35－13,042-670-3391,#N/A,12:00,13:00,17:00,18:00,12:00,13:00,17:00,18:00,12:00,13:00,17:00,18:00,,,,,12:00,13:00,17:00,18:00,12:00,13:00,,,12:00,13:00,,,x
ひかりクリニック,東京都練馬区豊玉北６-３-3,web予約,#N/A,,,16:00,17:30,,,16:00,17:30,,,,,,,16:00,17:30,,,16:00,17:30,,,,,,,,,英語中国語
ひもんや外科内科クリニック,東京都目黒区碑文谷4-18-11,03-3715-5932,#N/A,9:00,12:00,15:30,17:30,9:00,12:00,,,9:00,12:00,15:30,17:30,9:00,12:00,15:30,17:30,9:00,12:00,15:30,17:30,9:00,12:00,15:00,17:00,,,,,英語
梅ヶ丘駅前クリニック,東京都世田谷区梅丘1-25-1-2階,03-5477-1192,#N/A,,,12:00,14:00,,,12:00,14:00,,,12:00,14:00,,,,,,,12:00,14:00,,,12:00,14:00,,,,,x
社会医療法人社団正志会 南町田病院,東京都町田市鶴間4ー4ー1,042-799-6161,#N/A,9:00,12:00,14:00,17:00,9:00,12:00,14:00,17:00,9:00,12:00,14:00,17:00,9:00,12:00,14:00,17:00,9:00,12:00,14:00,17:00,9:00,12:00,,,,,,,英語 中国語※翻訳機使用にて
医療法人社団 玉栄会 東京天使病院,東京都八王子市上壱分方町50番地1,042-651-5332,#N/A,9:30,11:30,14:00,16:00,9:30,11:30,14:00,16:00,9:30,11:30,14:00,16:00,9:30,11:30,14:00,16:00,9:30,11:30,14:00,16:00,9:30,11:30,14:00,16:00,,,,,x
医療法人社団範慶会 白倉内科診療所,東京都中央区銀座4-13-18,03-3543-4361,#N/A,,,,,,,15:00,17:00,,,,,,,15:00,17:00,,,,,,,,,,,,,x
医療法人社団 同愛会病院,東京都江戸川区松島,03-3654-3311,#N/A,10:00,12:30,,,10:00,12:30,,,10:00,12:30,,,10:00,12:30,,,10:00,12:30,,,10:00,12:30,,,,,,,x
医療法人社団正裕会 井上レディースクリニック,東京都立川市富士見町1-26-9,042-529-0111,#N/A,9:00,12:00,13:00,17:00,9:00,12:00,15:00,17:00,9:00,12:00,13:00,17:00,9:00,12:00,15:00,17:00,9:00,12:00,13:00,17:00,9:00,12:00,15:00,17:00,,,,,x
日本大学病院,東京都千代田区神田駿河台一丁目６番,03-3293-1711,#N/A,10:00,12:00,14:00,15:00,10:00,12:00,14:00,15:00,10:00,12:00,14:00,15:00,10:00,12:00,14:00,15:00,10:00,12:00,14:00,15:00,10:00,12:00,,,,,,,x
立花こどもクリニック,東京都稲城市東長沼３１０６－３,042-378-7277,#N/A,10:00,12:00,16:00,17:00,10:00,12:00,16:00,17:00,10:00,12:00,16:00,17:00,,,,,10:00,12:00,16:00,17:00,10:00,12:00,,,,,,,x
医療法人社団雄喜会大崎広小路内科,東京都品川区西五反田8-4-15グリンデル広小路4F,03-6420-0228,#N/A,9:00,13:00,15:00,18:00,9:00,13:00,15:00,18:00,9:00,13:00,,,9:00,13:00,15:00,18:00,9:00,13:00,15:00,18:00,9:00,13:00,,,,,,,英語
上野小児科医院,東京都荒川区南千住1-13-22,03-3806-4970,#N/A,9:00,12:30,15:30,19:00,9:00,12:30,15:30,19:00,,,,,9:00,12:30,15:30,19:00,9:00,12:30,15:30,19:00,9:00,12:30,14:00,17:30,,,,,x
医療法人社団ラサンテくにさわクリニック,東京都調布市富士見町2-14-19三ツ木富士見町マンション1階,042-485-8117,#N/A,9:00,11:30,14:00,15:00,,,,,,,,,,,,,9:00,11:00,14:00,15:00,,,,,,,,,x
医療法人社団和好会金子病院,東京都板橋区南常盤台1-15-14,03-3956-0145,#N/A,9:00,12:00,15:00,17:00,9:00,12:00,15:00,17:00,9:00,12:00,15:00,17:00,,,,,9:00,12:00,15:00,17:00,9:00,12:00,15:00,17:00,,,,,x
武蔵野みどり診療所,東京都三鷹市井の頭5-7-36SAKURA1階,0422-24-9933,#N/A,9:00,12:00,13:00,17:00,9:00,12:00,13:00,17:00,9:00,12:00,13:00,17:00,9:00,12:00,13:00,17:00,9:00,12:00,13:00,17:00,,,,,,,,,x
いよりこどもクリニック,東京都江東区東雲１-9-10,03-6221-3448,#N/A,10:00,11:45,16:00,17:45,10:00,11:45,16:00,17:45,,,,,10:00,11:45,16:00,17:45,10:00,11:45,16:00,17:45,10:00,10:45,14:00,14:45,10:00,11:30,,,日本語のみ
えがおクリニック,東京都港区西麻布4-22-12,364335310,#N/A,,,13:00,18:30,,,,,,,,,,,13:00,18:30,,,,,,,13:00,18:30,,,13:00,17:30,診察英語のみ可能
ごとう内科,東京都北区王子5-1-40サミットストア王子桜田通り店2F,03-3914-2510,#N/A,,,12:10,18:20,,,12:10,18:20,,,12:10,18:20,,,,,,,12:10,18:20,,,12:00,15:10,,,,,なし
わたなべ内科胃腸科,東京都江東区東砂7-19-13-102,03-5617-1150,#N/A,11:30,12:30,15:00,16:00,11:30,12:30,15:00,16:00,11:30,12:30,15:00,16:00,,,,,11:30,12:30,15:00,16:00,11:30,13:00,,,,,,,x
医療法人社団　左門ふたば会ふたばクリニック,東京都新宿区左門町20,03-3351-4133,#N/A,10:00,12:30,16:00,18:30,10:00,12:30,16:00,18:30,10:00,12:30,16:00,18:30,10:00,12:30,,,10:00,12:30,16:00,18:30,10:00,12:30,,,,,,,英語
小田島こどもクリニック,東京都板橋区東新町1－14－13,03-6427-5052,#N/A,9:00,12:00,16:00,18:00,9:00,12:00,16:00,18:00,9:00,12:00,16:00,18:00,,,,,9:00,12:00,16:00,18:00,10:00,12:00,,,,,,,x
医療法人社団 安藤内科クリニック,東京都東大和市清水２－８０９－３６,042-561-3671,#N/A,9:00,11:00,15:00,17:00,9:00,11:00,15:00,17:00,,,,,9:00,11:00,15:00,17:00,9:00,11:00,15:00,17:00,9:00,12:00,,,,,,,x
いさ内科クリニック,東京都北区王子1-25-10アルカディア津多屋１F,03-3927-1105,#N/A,11:00,12:00,,,11:00,12:00,,,11:00,12:00,,,,,,,11:00,12:00,,,11:00,12:00,,,,,,,x
成城水野クリニック,東京都世田谷区成城５－１１－４,03-5490-8130,#N/A,9:00,12:00,15:00,17:00,9:00,12:00,15:00,17:00,9:00,12:00,,,9:00,12:00,15:00,17:00,9:00,12:00,15:00,17:00,9:00,12:00,,,,,,,英語
ぶんぶんこどもクリニック,東京都江戸川区江戸川1-11-23,web予約,#N/A,9:00,11:30,15:30,17:30,9:00,11:00,15:30,17:30,9:00,11:00,15:30,17:30,,,,,9:00,11:00,15:30,17:30,9:00,13:00,,,,,,,x
医療法人社団慈広会 王子神谷齋藤クリニック,東京都北区豊島8-24-4,03-3911-5433,#N/A,9:30,12:00,15:30,18:00,9:30,12:00,15:30,18:00,9:30,12:00,15:30,18:00,,,,,9:30,12:00,15:30,18:00,9:30,12:30,,,,,,,x
医療法人社団FOREST もり脳神経外科クリニック,東京都品川区中延5-2-2,03-3788-1777,#N/A,,,13:00,14:00,,,13:00,14:00,,,13:00,14:00,,,,,,,13:00,14:00,,,,,,,,,英語
医療法人社団Nobisuko 半蔵門のびすここどもクリニック,東京都千代田区一番町4-16,03-6261-7540,#N/A,9:00,11:00,16:00,18:00,9:00,11:00,16:00,18:00,9:00,11:00,16:00,18:00,9:30,11:30,,,9:00,11:00,16:00,18:00,9:00,12:00,,,,,,,x
医療法人社団参英会 岩佐耳鼻咽喉科,東京都中央区京橋2-12-4,03-4455-7741,#N/A,,,,,,,13:00,15:00,,,13:00,15:00,,,,,,,13:00,15:00,,,13:30,14:30,,,,,英語
木場小児科,東京都江東区東陽3-5-5-4F,03-6666-2552,#N/A,9:00,12:00,15:00,18:00,9:00,12:00,,,9:00,12:00,15:00,18:00,9:00,12:00,15:00,18:00,9:00,12:00,,,9:00,12:00,,,,,,,日本
とねり耳鼻いんこう科・アレルギー科,東京都足立区舎人１-１１-１６,03-3897-3387,#N/A,11:30,13:00,17:30,19:00,11:30,13:00,17:30,19:00,11:30,13:00,17:30,19:00,,,,,11:30,13:00,17:30,19:00,12:00,13:00,12:00,13:00,,,,,x
高櫻内科・脳神経クリニック,東京都港区芝浦3-11-5,03-6722-6322,#N/A,10:00,13:00,16:00,19:00,10:00,13:00,16:00,19:00,10:00,13:00,16:00,19:00,10:00,13:00,16:00,19:00,10:00,13:00,16:00,19:00,,,,,,,,,x
医療法人社団オキノピオ おき医院,東京都府中市白糸台5-24-1,042-354-1277,#N/A,9:00,12:00,15:00,18:00,9:00,12:00,15:00,18:00,9:00,12:00,15:00,18:00,9:00,12:00,,,9:00,12:00,15:00,18:00,9:00,12:00,12:00,13:00,,,,,x
岩田小児科医院,東京都武蔵村山市緑が丘1492-50-58,042-562-0871,#N/A,11:30,12:00,13:45,14:15,11:30,12:00,13:45,14:15,11:30,12:00,13:45,14:15,,,,,11:30,12:00,13:45,14:15,11:30,12:00,,,,,,,x
清水医院,東京都豊島区高松2-56-7,03-3955-5308,#N/A,11:00,13:00,18:00,19:00,11:00,13:00,18:00,19:00,11:00,13:00,18:00,19:00,,,,,11:00,13:00,18:00,19:00,11:30,12:30,,,,,,,x
手塚医院,東京都練馬区中村南3-15-2,03-3990-9970,#N/A,11:00,12:00,18:00,19:00,11:00,12:00,18:00,19:00,11:00,12:00,18:00,19:00,11:00,12:00,18:00,19:00,11:00,12:00,18:00,19:00,11:00,12:00,,,,,,,なし
勝どき小児クリニック,東京都中央区勝どき１－３－１ブリリアイストタワー勝どき３階,03-5166-0150,#N/A,11:30,13:00,17:00,18:00,11:30,13:00,17:00,18:00,11:30,13:00,17:00,18:00,11:30,12:30,,,11:30,13:00,17:00,18:00,11:30,12:30,,,,,,,x
医療法人社団博佳会 サンシティ耳鼻咽喉科,東京都板橋区中台3-27-7,03-5922-4187,#N/A,9:00,10:00,15:00,16:00,9:00,10:00,15:00,16:00,9:00,10:00,15:00,16:00,,,,,9:00,10:00,15:00,16:00,9:00,10:00,,,,,,,x
医療法人社団みなと会 柴崎ファミリークリニック,東京都調布市菊野台2-23-5,web予約,#N/A,11:45,12:45,,,11:45,12:45,,,11:45,12:45,,,11:45,12:45,,,11:45,12:45,,,12:00,12:45,,,11:45,12:45,,,英語
風の子こどもクリニック,東京都町田市金森東1-25-29,042-851-8630,小児科,11:30,12:30,,,11:30,12:30,,,11:30,12:30,,,,,,,11:30,12:30,,,11:30,12:30,,,,,,,x
医療法人社団 久田会 久田内科・呼吸器内科クリニック,東京都町田市忠生3-20-2,042-793-4114,内科、呼吸器内科,9:00,12:30,14:00,18:00,9:00,12:30,14:00,18:00,,,,,9:00,12:30,14:00,18:00,9:00,12:30,14:00,18:00,9:00,12:30,,,9:00,12:30,,,x
徳丸クリニック,東京都品川区中延3-8-10,03-5749-7090,#N/A,9:00,12:00,16:00,18:00,9:00,12:00,16:00,18:00,9:00,12:00,,,9:00,12:00,16:00,18:00,9:00,12:00,16:00,18:00,9:00,12:00,,,,,,,x
文京内科・循環器クリニック,東京都文京区本駒込２丁目１０番３号,03-6304-1567,#N/A,12:00,13:00,18:00,19:00,,,,,12:00,13:00,18:00,19:00,12:00,13:00,18:00,19:00,12:00,13:00,18:00,19:00,12:00,13:00,,,,,,,英語のみ
わかしま内科・消化器科,東京都豊島区要町３,03-5964-8100,#N/A,11:00,12:00,,,11:00,12:00,,,11:00,12:00,,,11:00,12:00,,,11:00,12:00,,,11:00,12:00,,,,,,,x
医療法人社団齊木医院,東京都北区上十条3‐12‐9,03-3908-2330,#N/A,,,15:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,x
富久こどもハート・アレルギークリニック,東京都新宿区富久町17-2,03-5362-1810,#N/A,9:00,11:30,15:00,18:00,9:00,11:30,15:00,18:00,9:00,11:30,15:00,18:00,9:00,11:30,15:00,18:00,9:00,11:30,15:00,18:00,9:00,12:00,,,9:00,12:00,,,x
医療法人社団橘会市村耳鼻咽喉科,東京都新宿区西早稲田2-11-10,03-3203-3735,#N/A,9:45,12:15,15:15,18:00,9:45,12:15,,,9:45,12:15,15:15,18:00,9:45,12:15,15:15,18:00,9:45,12:15,15:15,18:00,9:30,12:30,,,,,,,x
医療法人社団凛結会 亀戸内科クリニック,東京都江東区亀戸2-26-8-亀戸風月堂ビル1階,03-5626-5600,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
駒場クリニック,東京都目黒区駒場2-4-5,03-6279-7557,#N/A,,,,,9:00,11:00,15:00,18:00,9:00,11:00,15:00,18:00,,,,,9:00,11:00,15:00,18:00,9:00,11:00,14:00,16:00,9:00,11:00,,,x
武蔵境病院付属あんずクリニック,東京都武蔵野市境南町4-1-15,0422-50-9770,#N/A,11:30,12:30,14:30,15:30,11:30,12:30,14:30,15:30,11:30,12:30,,,11:30,12:30,14:30,15:30,11:30,12:30,14:30,15:30,12:00,12:30,14:30,15:30,,,,,x
学芸大学ファミリークリニック,東京都目黒区鷹番3－15－23アヴァンGAKUGEIビル2F,03-5768-3930,#N/A,9:00,12:30,15:45,19:00,,,,,,,,,9:00,12:30,15:45,19:00,9:00,12:30,15:45,19:00,9:00,13:30,,,9:00,13:30,,,英語
くめ内科クリニック,東京都足立区綾瀬2-33-2アヤセメディカルモール1階,03-5629-5611,#N/A,8:30,12:00,12:00,16:30,8:30,12:00,12:00,16:30,8:30,12:00,12:00,16:30,,,,,8:30,12:00,12:00,16:30,8:30,12:00,12:00,13:00,,,,,x
サニーガーデンこどもクリニック,東京都港区麻布十番2-16-4,web予約,#N/A,9:00,11:00,15:00,18:00,9:00,11:00,15:00,18:00,9:00,11:00,15:00,18:00,9:00,11:00,15:00,18:00,9:00,11:00,15:00,18:00,,,,,,,,,x
たかすな内科・胃腸内科クリニック,東京都江東区東雲1-9-22,web予約,#N/A,11:30,12:30,18:30,19:00,11:30,12:30,18:30,19:00,11:30,12:30,18:30,19:00,,,,,11:30,12:30,18:30,19:00,11:30,12:30,16:30,17:00,,,,,英語
西葛西駅前家族のクリニック,東京都江戸川区西葛西３－１５－１３第一江の本ビル３階,03-5679-7851,#N/A,9:00,13:00,15:00,18:00,9:00,13:00,15:00,18:00,,,,,9:00,13:00,15:00,18:00,9:00,13:00,15:00,18:00,9:00,11:00,13:00,15:00,,,,,x
医療法人社団永生会クリニックグリーングラス,東京都八王子市千人町四丁目１２番３号,042-673-5558,#N/A,9:00,12:00,,,,,,,,,,,,,,,,,,,9:00,12:00,,,,,,,x
エマオ耳鼻咽喉科医院,東京都葛飾区立石8-9-6,03-3693-0863,#N/A,10:30,12:30,16:00,18:00,10:30,12:30,16:00,18:00,10:30,12:30,16:00,18:00,,,,,10:30,12:30,16:00,18:00,10:30,12:30,,,,,,,英語、中国語
医療法人社団成瀬台耳鼻咽喉科,東京都町田市成瀬台3-8-16,042-729-3341,耳鼻いんこう科,12:00,12:30,17:00,17:30,12:00,12:30,17:00,17:30,,,,,12:00,12:30,17:00,17:30,,,17:00,17:30,,,12:30,13:00,,,,,x
医療法人社団喜生会新小川町クリニック,東京都新宿区新小川町6-40,03-3235-5265,#N/A,9:30,12:30,15:00,18:00,9:30,12:30,15:00,18:00,9:30,12:30,15:00,18:00,,,,,9:30,12:30,15:00,18:00,9:30,12:30,,,,,,,x
医療法人社団寿泉会旭医院,東京都足立区千住旭町9-15,03-3888-3508,#N/A,9:00,12:30,15:00,19:00,9:00,12:30,15:00,19:00,9:00,12:30,15:00,19:00,9:00,12:30,15:00,19:00,9:00,12:30,15:00,19:00,9:00,12:30,,,,,,,x
いずみ記念病院,東京都足立区本木1-3-7,03-5888-2111,#N/A,,,12:00,16:00,,,,,,,12:00,16:00,,,,,,,12:00,16:00,,,,,,,,,x
東京ファッションタウンビルクリニック,東京都江東区有明3-6-11TFTビル東館3F,03-5530-3020,#N/A,10:00,12:30,15:00,17:30,10:00,12:30,15:00,17:30,10:00,12:30,15:00,17:30,,,,,10:00,12:30,15:00,18:30,10:00,12:30,,,,,,,x
医療法人社団山斗会 山中病院,東京都杉並区南荻窪１－５－１５,03-3335-5611,#N/A,,,13:00,17:00,,,13:00,17:00,,,13:00,17:00,,,13:00,17:00,,,13:00,17:00,,,,,,,,,x
医療法人財団南葛勤医協　新小岩診療所,東京都江戸川区松島4-27-2,03-3651-2944,#N/A,11:30,13:00,15:00,16:00,12:00,13:00,,,,,,,,,15:00,16:00,12:00,13:00,,,,,,,,,,,x
上池上診療所,東京都大田区上池台３-16-2,03-3729-4623,#N/A,9:00,12:00,15:00,18:00,9:00,12:00,15:00,18:00,,,,,9:00,12:00,15:00,18:00,9:00,12:00,15:00,18:00,9:00,12:00,,,,,,,日本
医療法人社団多摩双泉会 西てらかた医院,東京都八王子市西寺方町383-1,042-650-5055,#N/A,11:30,12:00,15:00,16:00,11:30,12:00,15:00,16:00,11:30,12:00,15:00,16:00,11:30,12:00,15:00,16:00,11:30,12:00,15:00,16:00,11:30,12:00,,,,,,,なし
倉井内科医院,東京都足立区保木間2-3-4,03-3859-7611,#N/A,,,17:30,18:00,,,17:30,18:00,,,17:30,18:00,,,12:00,12:30,,,17:30,18:00,,,,,,,,,x
医療法人社団春裕会はるえ子どもクリニック,東京都江戸川区春江町2-33-15-1F,03-6638-8939,#N/A,8:30,9:30,18:00,19:00,8:30,9:30,18:00,19:00,,,,,8:30,9:30,18:00,19:00,8:30,9:30,18:00,19:00,,,12:30,14:30,,,,,x
医療法人社団恵比寿会 淳クリニック,東京都渋谷区恵比寿西1-14-2,03-5489-0463,#N/A,9:00,12:00,16:00,17:00,9:00,12:00,16:00,17:00,9:00,12:00,16:00,17:00,9:00,12:00,16:00,17:00,9:00,12:00,16:00,17:00,9:00,12:00,,,,,,,英語
医療法人社団けいせい会西新井大師西腎透析クリニック,東京都足立区西新井5丁目30番12号,03-5647-1525,#N/A,10:00,11:00,14:00,17:00,10:00,11:00,14:00,17:00,10:00,11:00,14:00,17:00,10:00,11:00,14:00,17:00,10:00,11:00,14:00,17:00,10:00,11:00,14:00,17:00,,,,,x
医療法人社団 医光会 西調布井上クリニック,東京都調布市上石原1-38-15アンバーコート1階A号室,042-426-0155,#N/A,11:00,13:00,15:00,17:00,11:00,13:30,15:00,17:00,11:00,13:30,15:00,17:00,,,,,11:00,13:00,15:00,17:00,10:00,13:00,,,,,,,無し
医療法人社団ゆうの会 むさしの共立診療所,東京都武蔵野市西久保2-17-11,0422-52-2512,#N/A,12:00,13:00,,,,,,,12:00,13:00,,,,,,,12:00,13:00,,,12:00,12:45,,,,,,,日本
小俣内科クリニック,東京都世田谷区太子堂2-19-3,03-5432-3690,#N/A,11:00,13:00,17:00,18:00,11:00,13:00,17:00,18:00,11:00,13:00,17:00,18:00,,,,,11:00,13:00,17:00,18:00,12:00,13:00,,,,,,,x
愛和病院,東京都江東区東砂4-20-2,03-5634-5400,#N/A,9:00,13:00,14:00,17:00,9:00,13:00,14:00,17:00,9:00,13:00,14:00,17:00,9:00,13:00,14:00,17:00,9:00,13:00,14:00,17:00,9:00,13:00,,,,,,,無
医療法人社団フレシェア まつおクリニック,東京都江戸川区東葛西2-9-10,03-5667-4181,#N/A,9:00,12:00,15:00,20:00,9:00,12:00,14:00,18:00,9:00,12:00,15:00,18:00,,,,,9:00,12:00,15:00,18:00,9:00,12:00,,,,,,,x
医療法人社団　清湘会　清湘会東砂病院,東京都江東区東砂7‐17‐9,81366666591,#N/A,9:00,12:00,14:00,17:00,9:00,12:00,14:00,17:00,9:00,12:00,14:00,17:00,9:00,12:00,14:00,17:00,9:00,12:00,14:00,17:00,9:00,12:00,,,,,,,x
荒巻医院,東京都青梅市野上町4-3-6,0428-24-8561,#N/A,12:00,13:15,,,12:00,13:15,,,12:00,13:15,,,12:00,13:15,,,,,,,12:00,13:15,,,,,,,x
医療法人社団緑紋会 小泉医院,東京都荒川区東尾久六丁目１２番３号,03-3895-8335,#N/A,10:00,11:00,16:00,17:00,10:00,11:00,16:00,17:00,10:00,11:00,16:00,17:00,,,,,10:00,11:00,16:00,17:00,11:00,12:00,,,,,,,x
かわだ耳鼻咽喉科,東京都小金井市梶野町5－10ー54,042-384-8714,#N/A,9:00,12:00,15:00,18:00,9:00,12:00,15:00,18:00,9:00,12:00,15:00,18:00,,,,,9:00,12:00,15:00,18:00,9:00,12:00,,,,,,,x
日本橋浜町耳鼻咽喉科,東京都中央区日本橋浜町3-25-10,03-6661-6088,#N/A,11:00,12:00,0:00,0:30,11:00,12:00,0:00,0:30,11:00,12:00,0:00,0:30,,,,,11:00,12:00,0:00,0:30,,,,,,,,,x
洵和会 桜新町サカベ内科循環器科クリニック,東京都世田谷区桜新町2-9-6,03-5799-6672,#N/A,,,18:00,19:00,,,18:00,19:00,,,18:00,19:00,,,18:00,19:00,,,18:00,19:00,,,,,,,,,x
小澤医院,東京都品川区東大井3-1-18,03-3298-0088,#N/A,9:30,11:30,14:30,17:30,9:30,11:30,16:30,17:30,9:30,11:30,16:30,17:30,9:30,11:30,16:30,17:30,9:30,11:30,,,9:30,12:00,,,,,,,なし（日本語のみ）
医療法人社団十有会中山耳鼻咽喉科,東京都葛飾区亀有3-7-7サンセリテ鞠子301,03-3838-8733,#N/A,10:00,13:00,15:00,18:00,10:00,13:00,15:00,18:00,,,,,10:00,13:00,15:00,18:00,10:00,13:00,15:00,18:00,10:00,13:00,,,,,,,x
谷平医院,東京都稲城市矢野口277番地の2,042-377-6433,#N/A,9:00,12:00,16:00,18:00,9:00,12:00,16:00,18:00,,,,,9:00,12:00,16:00,18:00,9:00,12:00,16:00,18:00,9:00,12:00,,,,,,,x
久勝医院,東京都足立区弘道2-1-3,03-3889-4714,#N/A,11:00,12:00,17:00,18:00,11:00,12:00,17:00,18:00,11:00,12:00,17:00,18:00,,,,,11:00,12:00,17:00,18:00,11:00,12:00,,,,,,,x
医療法人社団たまがわ医院,東京都町田市玉川学園4丁目16番40号1階,042-720-3888,内科、消化器内科、循環器内科、アレルギー科,9:00,11:00,,,,,,,9:00,11:00,,,9:00,11:00,,,9:00,11:00,,,9:00,10:00,,,,,,,x
東陽町南砂みやけ内科,東京都江東区南砂２－３２－５センタービレッジ南砂2階,web予約,#N/A,9:00,12:00,15:00,18:00,9:00,12:00,15:00,18:00,9:00,12:00,15:00,18:00,,,,,9:00,12:00,15:00,18:00,9:00,13:00,,,,,,,日本語のみ
くしやまクリニック,東京都調布市仙川町1ー11ー2,03-5313-5151,#N/A,10:00,11:00,15:30,16:30,10:00,11:00,15:30,16:30,10:00,11:00,15:30,16:30,,,,,10:00,11:00,15:30,16:30,10:00,11:00,,,,,,,簡単なフランス語
柳沢ファミリークリニック,東京都江東区北砂5-14-3-101,03-6458-7818,#N/A,12:30,13:30,,,,,,,12:30,13:30,,,12:30,13:30,,,12:30,13:30,,,12:30,13:30,,,12:30,13:30,,,x
大竹耳鼻咽喉科,東京都練馬区関町北２-26-18,03-3929-8733,#N/A,12:45,13:15,18:45,19:15,12:45,13:15,18:45,19:15,12:45,13:15,18:45,19:15,12:45,13:15,18:45,19:15,12:45,13:15,18:45,19:15,,,,,,,,,なし
