都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,医療機関の種類,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,URL,備考
131148,117,東京都,中野区,おおくら内科,オオクラナイカ,無床診療所,東京都中野区東中野5-1-1,ユニゾンモール3階,35.706509,139.686829,03-5332-7676,,,,,,,,,,,内科;消化器内科（胃腸内科）,0,,
131148,118,東京都,中野区,しばたこども＆アレルギークリニック,シバタコドモ＆アレルギークリニック,無床診療所,東京都中野区東中野5-1-1,ユニゾンタワー3階,35.706509,139.686829,03-3360-5569,,,,,,,,,,,アレルギー科;小児科,0,,
131148,119,東京都,中野区,医療法人社団史光会　東中野とみどころ眼科,イリョウホウジンシャダン　シコウカイ　ヒガシナカノトミドコロガンカ,無床診療所,東京都中野区東中野5-1-1,ユニゾンモール3階,35.706509,139.686829,03-5937-5755,,,,,,,,,,,眼科,0,,
131148,120,東京都,中野区,中谷医院,ナカヤイイン,無床診療所,東京都中野区東中野5-8-7,,35.708271,139.686615,03-3361-2384,,,,,,,,,,,内科,0,,
131148,121,東京都,中野区,ほき耳鼻咽喉科クリニック,ホキジビインコウカクリニック,無床診療所,東京都中野区東中野5-10-5,フォーカルビル1階,35.709038,139.687515,03-3362-3337,,,,,,,,,,,耳鼻咽喉科,0,,
131148,124,東京都,中野区,医療法人社団　鉄伸会　かたやま医院,イリョウホウジンシャダン　テツシンカイ　カタヤマイイン,無床診療所,東京都中野区東中野5-23-14,関東バス本社ビル1階,35.710293,139.692734,03-3227-0603,,,,,,,,,,,内科;皮膚科;小児科,0,,
131148,125,東京都,中野区,医療法人社団満真会　上落合おばたクリニック,イリョウホウジンシャダン　ミツシンカイ　カミオチアイオバタクリニック,無床診療所,東京都中野区東中野5-29-10,メイツ東中野104号室,35.710827,139.689285,03-5332-6886,,,,,,,,,,,内科;消化器科;外科,0,,
131148,126,東京都,中野区,宇野医院,ウノイイン,無床診療所,東京都中野区中野1-6-2,,35.701756,139.678558,03-3369-2090,,,,,,,,,,,内科;小児科,0,,
131148,127,東京都,中野区,医療法人社団　なすの華会　島田皮膚科医院,イリョウホウジンシャダン　ナスノハナカイ　シマダヒフカイイン,無床診療所,東京都中野区中野1-53-9,,35.703545,139.673187,03-3362-0856,,,,,,,,,,,皮膚科;肛門科,0,,
131148,128,東京都,中野区,医療法人社団　省賢会　古藤クリニック,イリョウホウジンシャダン　ショウケンカイ　コトウクリニック,無床診療所,東京都中野区中野2-13-23,岡デンタルビル2F,35.705177,139.668671,03-3229-6582,,,,,,,,,,,内科;消化器内科（胃腸内科）;糖尿病内科（代謝内科）;脂質代謝内科,0,,
131148,129,東京都,中野区,山田医院,ヤマダイイン,無床診療所,東京都中野区中野2-14-17,,35.705193,139.669281,03-3384-3555,,,,,,,,,,,内科;皮膚科;小児科;産婦人科,0,,
131148,130,東京都,中野区,東京医療生活協同組合　中野クリニック,トウキョウイリョウセイカツキョウドウクミアイ　ナカノクリニック,無床診療所,東京都中野区中野2-21-17,,35.703274,139.667404,03-3383-3530,,,,,,,,,,,内科,0,,
131148,131,東京都,中野区,優和メンタルクリニック,ユウワメンタルクリニック,無床診療所,東京都中野区中野2-25-3,ヤマノ中野駅前ビル4階,35.704781,139.666061,03-5385-5551,,,,,,,,,,,内科;神経科;精神科;心療内科,0,,
131148,132,東京都,中野区,きはらクリニック,キハラクリニック,無床診療所,東京都中野区中野2-25-3,,35.704781,139.666061,03-3381-6611,,,,,,,,,,,内科;循環器科;皮膚科;外科,0,,
131148,133,東京都,中野区,岡部眼科,オカベガンカ,無床診療所,東京都中野区中野2-25-3,ヤマノ中野駅前ビル2階,35.704781,139.666061,03-3382-3533,,,,,,,,,,,眼科,0,,
131148,134,東京都,中野区,医療法人社団慈泰会　中野皮膚科クリニック,イリョウホウジンシャダン　ジタイカイ　ナカノヒフカクリニック,無床診療所,東京都中野区中野2-30-3,マルニビル5階,35.704193,139.665573,03-5342-0722,,,,,,,,,,,皮膚科;美容皮膚科;小児皮膚科;形成外科,0,,
131148,135,東京都,中野区,社会医療法人社団健友会　中野共立病院付属城西診療所,シャカイイリョウホウジンシャダン　ケンユウカイ　ナカノキョウリツビョウインフゾクジョウサイシンリョウジョ,無床診療所,東京都中野区中野3-3-1,,35.70031,139.662598,03-3381-5105,,,,,,,,,,,内科;循環器内科;消化器内科（胃腸内科）;整形外科,0,,
131148,136,東京都,中野区,おかむら耳鼻咽喉科,オカムラジビインコウカ,無床診療所,東京都中野区中野3-27-19,アルカディア中野1F,35.704014,139.664383,03-5328-0630,,,,,,,,,,,耳鼻咽喉科,0,,
131148,137,東京都,中野区,近藤クリニック,コンドウクリニック,無床診療所,東京都中野区中野3-27-20,アルカディア中野Ⅲ1階,35.703854,139.664413,03-3381-4101,,,,,,,,,,,内科;皮膚科;肛門科;整形外科,0,,
131148,138,東京都,中野区,矢野クリニック,ヤノクリニック,無床診療所,東京都中野区中野3-28-21,キャッスル中野1階,35.703197,139.664825,03-5341-3131,,,,,,,,,,,内科;アレルギー科;小児科,0,,旧名称：医療法人社団友翔会　矢野クリニック
131148,139,東京都,中野区,後藤眼科,ゴトウガンカ,無床診療所,東京都中野区中野3-33-3,インツ中野ビル8階,35.70298,139.66507,03-5342-5801,,,,,,,,,,,眼科,0,,
131148,140,東京都,中野区,中野南口クリニック,ナカノミナミグチクリニック,無床診療所,東京都中野区中野3-33-3,インツ中野ビル4階,35.70298,139.66507,03-5340-5512,,,,,,,,,,,内科,0,,
131148,141,東京都,中野区,医療法人社団幸毅会　なかの中澤眼科,イリョウホウジンシャダン　コウキカイ　ナカノナカザワガンカ,無床診療所,東京都中野区中野3-34-28,丸井中野店6階,35.70472,139.665329,03-6382-8080,,,,,,,,,,,眼科,0,,
131148,142,東京都,中野区,中野下肢静脈瘤クリニック東京中央美容外科,ナカノカシジョウミャクリュウクリニックトウキョウチュウオウビヨウゲカ,無床診療所,東京都中野区中野3-34-32,凱旋ビル3F,35.70414,139.665375,03-6454-1376,,,,,,,,,,,美容外科;美容皮膚科;皮膚科;形成外科,0,,旧診療科目：形成外科;血管外科;美容外科;美容皮膚科
131148,143,東京都,中野区,桃園医院,モモゾノイイン,無床診療所,東京都中野区中野3-40-25,,35.705353,139.663773,03-3381-3747,,,,,,,,,,,内科,0,,
131148,144,東京都,中野区,とどろき皮膚科クリニック,トドロキヒフカクリニック,無床診療所,東京都中野区中野4-2-1,中野サンキビル5階,35.708439,139.664795,03-3385-1112,,,,,,,,,,,皮膚科;形成外科,0,,
131148,145,東京都,中野区,中野眼科,ナカノガンカ,無床診療所,東京都中野区中野4-3-1,なかのサンクォーレB1階,35.708858,139.66452,03-5942-7550,,,,,,,,,,,眼科,0,,
131148,146,東京都,中野区,野口医院,ノグチイイン,無床診療所,東京都中野区中野4-7-1,,35.709751,139.663559,03-3386-5086,,,,,,,,,,,内科;皮膚科;産婦人科,0,,
131148,147,東京都,中野区,医療法人社団千秋双葉会　耳鼻咽喉科セントラルパーク中野,イリョウホウジンシャダン　センシュウフタバカイ　ジビインコウカセントラルパークナカノ,無床診療所,東京都中野区中野4-10-1,中野セントラルパークイースト1階,35.70734,139.661957,03-5318-4187,,,,,,,,,,,アレルギー科;耳鼻いんこう科;小児科,0,,旧診療科目：アレルギー科;耳鼻いんこう科
131148,149,東京都,中野区,クマノミドー眼科,クマノミドーガンカ,無床診療所,東京都中野区中野5-18-9,,35.707832,139.669739,03-3388-5395,,,,,,,,,,,眼科,0,,
131148,150,東京都,中野区,おうじ内科・糖尿病クリニック,オウジナイカ・トウニョウビョウクリニック,無床診療所,東京都中野区中野5-26-8,,35.707516,139.668732,03-3388-1024,,,,,,,,,,,内科;糖尿病内科（代謝内科）;小児科;漢方内科,0,,
131148,151,東京都,中野区,赤沢医院,アカザワイイン,無床診療所,東京都中野区中野5-33-28,,35.706898,139.668518,03-3387-1811,,,,,,,,,,,老年内科,0,,
131148,152,東京都,中野区,尾﨑内科,オザキナイカ,無床診療所,東京都中野区中野5-38-9,,35.708515,139.667862,03-3388-5577,,,,,,,,,,,内科,0,,
131148,153,東京都,中野区,社会医療法人社団健友会　中野共立病院付属中野共立診療所,シャカイイリョウホウジンシャダン　ケンユウカイ　ナカノキョウリツビョウインフゾクナカノキョウリツシンリョウジョ,無床診療所,東京都中野区中野5-45-4,,35.708,139.667297,03-3386-7311,,,,,,,,,,,内科;呼吸器内科;循環器内科;消化器内科;皮膚科;外科;整形外科;眼科;リハビリテーション科;糖尿病内科（代謝内科）;腎臓内科;神経内科,0,,
131148,154,東京都,中野区,井上内科診療所,イノウエナイカシンリョウジョ,無床診療所,東京都中野区中野5-52-15,ブロードウェイ4階7号,35.709923,139.665665,03-3387-6948,,,,,,,,,,,内科;循環器科;消化器科,0,,
131148,155,東京都,中野区,すみ眼科クリニック,スミガンカクリニック,無床診療所,東京都中野区中野5-62-6,吉澤ビル5F,35.706505,139.666153,03-5380-8055,,,,,,,,,,,眼科,0,,
131148,156,東京都,中野区,はりかえメンタルクリニック,ハリカエメンタルクリニック,無床診療所,東京都中野区中野5-65-5,4階,35.707317,139.665314,03-5318-2712,,,,,,,,,,,内科;神経科;精神科,0,,
131148,157,東京都,中野区,ゲンクリニック,ゲンクリニック,無床診療所,東京都中野区中野5-65-5,豊島興業ビル3階,35.707317,139.665314,03-5343-3378,,,,,,,,,,,内科;アレルギー科;心療内科;婦人科,0,,
131148,158,東京都,中野区,サンモールクリニック,サンモールクリニック,無床診療所,東京都中野区中野5-65-12,,35.707039,139.665665,03-5345-5767,,,,,,,,,,,内科;消化器科;外科,0,,
131148,159,東京都,中野区,あけのほし内科クリニック,アケノホシナイカクリニック,無床診療所,東京都中野区中野5-67-4,中野北口ビル2F,35.708084,139.665237,03-3386-6500,,,,,,,,,,,内科;消化器科;小児科;外科,0,,
131148,160,東京都,中野区,石坂整形外科,イシザカセイケイゲカ,無床診療所,東京都中野区中野6-30-14,,35.70858,139.674118,03-3361-3522,,,,,,,,,,,整形外科;リハビリ科,0,,
131148,161,東京都,中野区,上高田ちば整形外科・小児科,カミタカダチバセイケイゲカ・ショウニカ,無床診療所,東京都中野区上高田1-8-13,メディカルプレイス上高田101号,35.711613,139.678253,03-3228-1555,,,,,,,,,,,整形外科;小児科;リハビリテーション科;形成外科,0,,
131148,162,東京都,中野区,上高田クリニック,カミタカダクリニック,無床診療所,東京都中野区上高田1-8-13,メディカルプレイス上高田,35.711613,139.678253,03-5942-5822,,,,,,,,,,,内科;循環器内科;外科;血管外科,0,,
131148,163,東京都,中野区,宮地内科医院,ミヤチナイカイイン,無床診療所,東京都中野区上高田1-35-9,,35.709286,139.674866,03-3361-1858,,,,,,,,,,,内科;循環器科;小児科,0,,
131148,164,東京都,中野区,中野の森クリニック,ナカノノモリクリニック,無床診療所,東京都中野区上高田1-37-11,,35.709816,139.673233,03-3361-1381,,,,,,,,,,,内科;小児科;呼吸器内科,0,,
131148,165,東京都,中野区,熊埜御堂耳鼻咽喉科,クマノミドウジビインコウカ,無床診療所,東京都中野区上高田2-1-3,HNB 1階,35.709309,139.672546,03-5345-6201,,,,,,,,,,,気管食道科;耳鼻咽喉科,0,,
131148,166,東京都,中野区,新井五行堂医院,アライゴギョウドウイイン,無床診療所,東京都中野区上高田2-9-11,,35.711277,139.673187,03-3387-0893,,,,,,,,,,,漢方内科;神経内科;脳神経外科;耳鼻咽喉科,0,,
131148,167,東京都,中野区,渋谷医院,シブヤイイン,無床診療所,東京都中野区上高田2-38-2,,35.711605,139.67067,03-3386-1571,,,,,,,,,,,内科,0,,
131148,168,東京都,中野区,郡司クリニック,グンジクリニック,無床診療所,東京都中野区上高田2-54-10,1階･2階,35.713863,139.669189,03-6454-0090,,,,,,,,,,,リウマチ科;整形外科;リハビリ科,0,,
131148,169,東京都,中野区,宮医院,ミヤイイン,無床診療所,東京都中野区上高田3-1-13,,35.712299,139.677399,03-3385-3177,,,,,,,,,,,内科;消化器科;小児科,0,,
131148,171,東京都,中野区,まるたに内科循環器科,マルタニナイカジュンカンキカ,無床診療所,東京都中野区上高田3-24-2,,35.713978,139.673126,03-3388-1236,,,,,,,,,,,内科;呼吸器科;循環器科,0,,
131148,172,東京都,中野区,お茶の水医院,オチャノミズイイン,無床診療所,東京都中野区上高田3-28-6,,35.713474,139.673416,03-3386-2212,,,,,,,,,,,眼科,0,,
131148,173,東京都,中野区,中野神経科,ナカノシンケイカ,無床診療所,東京都中野区上高田5-33-7,,35.717842,139.674149,03-3385-7723,,,,,,,,,,,内科;神経科;精神科,0,,
131148,174,東京都,中野区,野原産婦人科クリニック,ノハラサンフジンカクリニック,有床診療所,東京都中野区上高田3-39-12,,35.715427,139.671783,03-3386-2525,,,,,,,,,,,産婦人科,18,,
131148,175,東京都,中野区,クリニック　ヨコヤマ,クリニック　ヨコヤマ,有床診療所,東京都中野区新井1-8-8,,35.710205,139.666748,03-3389-2400,,,,,,,,,,,内科;外科;肛門科;脳神経外科;整形外科;形成外科;産婦人科;リハビリテーション科;胃腸科,1,,
131148,176,東京都,中野区,松山皮膚科,マツヤマヒフカ,無床診療所,東京都中野区新井1-13-1,,35.710674,139.66626,03-3386-1747,,,,,,,,,,,皮膚科,0,,
131148,177,東京都,中野区,太田医院,オオタイイン,無床診療所,東京都中野区新井1-13-11,,35.71101,139.666565,03-3386-3269,,,,,,,,,,,耳鼻咽喉科,0,,
131148,179,東京都,中野区,川勝医院,カワカツイイン,有床診療所,東京都中野区新井1-37-3,,35.712708,139.666626,03-3386-3351,,,,,,,,,,,内科;産婦人科,5,,
131148,180,東京都,中野区,医療法人社団　秀俊会　かわかつ耳鼻咽喉科,イリョウホウジンシャダン　シュウシュンカイ　カワカツジビインコウカイイン,無床診療所,東京都中野区新井1-37-3,TKビル103,35.712708,139.666626,03-3389-8711,,,,,,,,,,,耳鼻咽喉科,0,,
131148,181,東京都,中野区,前田クリニック,マエダクリニック,無床診療所,東京都中野区新井2-1-1,ランドコープビル3F,35.710033,139.664719,03-3319-8333,,,,,,,,,,,神経科;精神科;心療内科,0,,
131148,182,東京都,中野区,内科・眼科　栗原医院,ナイカガンカ　クリハライイン,無床診療所,東京都中野区新井2-1-17,,35.710754,139.665131,03-3386-5414,,,,,,,,,,,内科;眼科,0,,
131148,183,東京都,中野区,医療法人社団　山田クリニック,イリョウホウジンシャダン　ヤマダクリニック,無床診療所,東京都中野区新井2-6-10,中野大和マンション1階,35.711887,139.665298,03-3386-0415,,,,,,,,,,,内科;小児科;放射線科;胃腸科,0,,
131148,184,東京都,中野区,中野新井腎クリニック,ナカノアライジンクリニック,無床診療所,東京都中野区新井2-6-13,第2宗像ビル3階,35.711643,139.665421,03-3228-2620,,,,,,,,,,,内科;透析内科,0,,
131148,185,東京都,中野区,新橋医院,ニイハシイイン,無床診療所,東京都中野区新井2-10-3,,35.712566,139.665253,03-3385-2800,,,,,,,,,,,内科;消化器科,0,,
131148,186,東京都,中野区,上野クリニック,ウエノクリニック,無床診療所,東京都中野区新井2-21-8,,35.712498,139.664001,03-3389-1816,,,,,,,,,,,内科;小児科;産科;婦人科,0,,
131148,187,東京都,中野区,医療法人社団明雅会　福田眼科医院,イリョウホウジンシャダン　メイガカイ　フクダガンカイイン,無床診療所,東京都中野区新井2-33-1,,35.710995,139.662933,03-3386-3700,,,,,,,,,,,眼科,0,,
131148,188,東京都,中野区,天野医院,アマノイイン,無床診療所,東京都中野区新井5-26-1,,35.71566,139.670868,03-3389-4092,,,,,,,,,,,耳鼻咽喉科,0,,
131148,189,東京都,中野区,医療法人社団　寺内医院,イリョウホウジンシャダン　テラウチイイン,無床診療所,東京都中野区新井5-31-1,1階,35.716217,139.670166,03-3386-2267,,,,,,,,,,,内科;産婦人科,0,,
131148,190,東京都,中野区,医療法人社団　くまくぼ整形外科,イリョウホウジンシャダン　クマクボセイケイゲカ,無床診療所,東京都中野区沼袋1-7-14,西武沼袋医院ビル3階4階5階,35.718876,139.664322,03-5380-8870,,,,,,,,,,,整形外科;リハビリ科,0,,
131148,191,東京都,中野区,西武沼袋医院,セイブヌマブクロイイン,無床診療所,東京都中野区沼袋1-7-14,,35.718876,139.664322,03-3388-1791,,,,,,,,,,,内科;循環器科;外科;皮膚泌尿器科,0,,
131148,192,東京都,中野区,沼袋すがなみ眼科,ヌマブクロスガナミガンカ,無床診療所,東京都中野区沼袋1-44-2,,35.720592,139.663559,03-3388-7800,,,,,,,,,,,眼科,0,,
131148,193,東京都,中野区,沼袋藤浪内科医院,ヌマブクロフジナミナイカイイン,無床診療所,東京都中野区沼袋3-20-5,ハイツフジA号棟,35.717892,139.659454,03-3389-8410,,,,,,,,,,,糖尿病内科;循環器内科;内分泌内科;アレルギー科;内科小児科,0,,
131148,195,東京都,中野区,医療法人社団　佐光会　さわだ医院,イリョウホウジンシャダン　サコウカイ　サワダイイン,無床診療所,東京都中野区沼袋4-24-5,1階,35.721752,139.660324,03-5318-2526,,,,,,,,,,,内科;消化器科;小児科,0,,
131148,196,東京都,中野区,社会医療法人社団健友会　江古田沼袋診療所,シャカイイリョウホウジンシャダン　ケンユウカイ　エゴタヌマブクロシンリョウジョ,無床診療所,東京都中野区沼袋4-27-15,フォーシーズンビル1階,35.722015,139.66275,03-3387-3424,,,,,,,,,,,内科,0,,
131148,197,東京都,中野区,医療法人社団　あんず会　いしい内科クリニック,イリョウホウジンシャダン　アンズカイ　イシイナイカクリニック,無床診療所,東京都中野区沼袋4-31-11,メイゾン丸山1階,35.723751,139.662308,03-5345-7667,,,,,,,,,,,内科;消化器内科（胃腸内科）;循環器内科,0,,
131148,198,東京都,中野区,医療法人社団　博瞳会　上高田眼科,イリョウホウジンシャダン　ハクドウカイ　カミタカダガンカ,無床診療所,東京都中野区松が丘1-1-19,,35.716282,139.671661,03-3387-4699,,,,,,,,,,,眼科,0,,
131148,199,東京都,中野区,井上医院,イノウエイイン,無床診療所,東京都中野区松が丘1-2-16,,35.717136,139.671997,03-3386-6194,,,,,,,,,,,内科;小児科;循環器内科,0,,
131148,200,東京都,中野区,医療法人社団　清仁会　哲学堂きくち皮膚科,イリョウホウジンシャダン　セイジンカイ　テツガクドウキクチヒフカ,無床診療所,東京都中野区松が丘1-7-7,,35.718662,139.670151,03-5318-0780,,,,,,,,,,,皮膚科;アレルギー科,0,,
131148,201,東京都,中野区,松瀬医院,マツセイイン,無床診療所,東京都中野区松が丘1-10-13,,35.71875,139.671448,03-3386-0606,,,,,,,,,,,皮膚科;泌尿器科,0,,
131148,202,東京都,中野区,医療法人社団　春香会　春川内科クリニック,イリョウホウジンシャダン　シュンコウカイ　ハルカワナイカクリニック,無床診療所,東京都中野区松が丘1-33-15,アリスコート1階 1-A,35.721054,139.672394,03-5345-5477,,,,,,,,,,,内科;神経内科;アレルギー科;小児科,0,,
131148,203,東京都,中野区,松が丘医院,マツガオカイイン,無床診療所,東京都中野区松が丘2-34-2,,35.723358,139.671249,03-3953-0682,,,,,,,,,,,内科;呼吸器科;循環器科;消化器科;小児科,0,,
131148,204,東京都,中野区,林医院,ハヤシイイン,無床診療所,東京都中野区江原町1-11-14,,35.729828,139.676178,03-3565-0511,,,,,,,,,,,内科;消化器科,0,,
131148,205,東京都,中野区,医療法人社団晴雅会　ももい整形外科,イリョウホウジンシャダン　セイガカイ　モモイセイケイゲカ,無床診療所,東京都中野区江原町2-20-19,,35.730988,139.668762,03-3950-0808,,,,,,,,,,,リウマチ科;整形外科;リハビリ科,0,,
131148,206,東京都,中野区,江原町皮ふ科,エハラチョウヒフカ,無床診療所,東京都中野区江原町2-20-19,,35.730988,139.668762,03-5996-1012,,,,,,,,,,,皮膚科;小児皮膚科;アレルギー科,0,,
131148,207,東京都,中野区,武田内科クリニック,タケダナイカクリニック,無床診療所,東京都中野区江原町3-5-10,ライオンズマンション江古田202号,35.731113,139.674973,03-3950-3836,,,,,,,,,,,内科;循環器科,0,,
131148,208,東京都,中野区,よしの女性診療所,ヨシノジョセイシンリョウジョ,無床診療所,東京都中野区江原町3-35-8,グローリオ中野新江古田1F,35.732918,139.670853,03-5996-6101,,,,,,,,,,,婦人科,0,,
131148,209,東京都,中野区,江原町小児科耳鼻科,エハラチョウショウニカジビカ,無床診療所,東京都中野区江原町3-35-8,グローリオ中野新江古田1F3号,35.732918,139.670853,03-5988-7705,,,,,,,,,,,小児科;耳鼻咽喉科,0,,
131148,210,東京都,中野区,医療法人社団小金澤医院,イリョウホウジンシャダン　コガネザワイイン,無床診療所,東京都中野区江原町3-35-8,グローリオ中野新江古田1階2-2,35.732918,139.670853,03-3951-5621,,,,,,,,,,,内科;循環器内科,0,,
131148,211,東京都,中野区,哲学堂　石井眼科医院,テツガクドウ　イシイガンカイイン,無床診療所,東京都中野区江古田1-1-4,2F,35.724102,139.675293,03-3951-7227,,,,,,,,,,,眼科,0,,
131148,212,東京都,中野区,哲学堂　石井内科医院,テツガクドウイシイナイカイイン,無床診療所,東京都中野区江古田1-1-4,一階,35.724102,139.675293,03-5906-5010,,,,,,,,,,,内科;消化器内科（胃腸内科）,0,,
131148,213,東京都,中野区,荻原医院,オギハライイン,無床診療所,東京都中野区江古田2-11-10,,35.725052,139.666656,03-3388-5050,,,,,,,,,,,内科;小児科,0,,
131148,214,東京都,中野区,小児科内科高田医院,ショウニカナイカタカダイイン,無床診療所,東京都中野区江古田3-5-10,,35.726269,139.668777,03-3386-7383,,,,,,,,,,,内科;アレルギー科;小児科,0,,
131148,215,東京都,中野区,斉藤医院,サイトウイイン,無床診療所,東京都中野区江古田3-6-6,サニー中野1階,35.72649,139.668213,03-3389-7288,,,,,,,,,,,内科;消化器科;外科,0,,
131148,216,東京都,中野区,広川医院,ヒロカワイイン,無床診療所,東京都中野区江古田4-30-15,,35.724674,139.662582,03-3228-1707,,,,,,,,,,,内科;循環器科;神経内科;リハビリ科,0,,
131148,217,東京都,中野区,医療法人社団悠友会　天正堂クリニック,イリョウホウジンシャダン　ユウユウカイ　テンショウドウクリニック,無床診療所,東京都中野区丸山1-5-7,1階,35.723701,139.655289,03-3319-3965,,,,,,,,,,,内科;アレルギー科;小児科,0,,
131148,218,東京都,中野区,たかねファミリークリニック,タカネファミリークリニック,無床診療所,東京都中野区丸山2-17-13,,35.724586,139.651978,03-5356-8120,,,,,,,,,,,内科;腎臓内科;小児科;皮膚科,0,,
131148,219,東京都,中野区,野方こどもクリニック,ノガタコドモクリニック,無床診療所,東京都中野区丸山2-23-2,,35.723583,139.650757,03-5356-7051,,,,,,,,,,,アレルギー科;小児科,0,,
131148,220,東京都,中野区,林整形外科,ハヤシセイケイゲカ,無床診療所,東京都中野区野方1-4-18,,35.71088,139.659805,03-5318-5336,,,,,,,,,,,整形外科;リハビリ科,0,,
131148,221,東京都,中野区,医療法人社団愛誠会　のがたクリニック,イリョウホウジンシャダン　アイセイカイ　ノガタクリニック,無床診療所,東京都中野区野方1-40-1,,35.709782,139.654846,03-3389-2201,,,,,,,,,,,内科;外科;小児科,0,,
131148,222,東京都,中野区,医療法人社団　千一心会　杉本医院,イリョウホウジンシャダン　センイッシンカイ　スギモトイイン,無床診療所,東京都中野区野方2-7-17,,35.713573,139.658768,03-3388-2338,,,,,,,,,,,内科;小児科,0,,
131148,223,東京都,中野区,橋本医院,ハシモトイイン,無床診療所,東京都中野区野方3-15-3,,35.717983,139.655777,03-3389-0355,,,,,,,,,,,内科;消化器科,0,,
131148,224,東京都,中野区,高田耳鼻咽喉科医院,タカダジビインコウカイイン,無床診療所,東京都中野区野方4-19-6,野方サニーハイツ1F,35.720043,139.654037,03-3389-9428,,,,,,,,,,,小児科;耳鼻咽喉科,0,,
131148,225,東京都,中野区,小林眼科医院,コバヤシガンカイイン,無床診療所,東京都中野区野方4-20-5,,35.720333,139.654007,03-3386-7355,,,,,,,,,,,眼科,0,,
131148,226,東京都,中野区,くり小児科内科,クリショウニカナイカ,無床診療所,東京都中野区野方4-22-3,,35.721191,139.653931,03-5345-6166,,,,,,,,,,,内科;アレルギー科;小児科,0,,
131148,228,東京都,中野区,野方駅内科,ノガタエキナイカ,無床診療所,東京都中野区野方5-3-1,野方WIZ 101号,35.718098,139.653549,03-5356-8153,,,,,,,,,,,内科;循環器内科,0,,
131148,229,東京都,中野区,高崎医院,タカサキイイン,無床診療所,東京都中野区野方5-4-13,,35.718304,139.652496,03-3338-3037,,,,,,,,,,,内科;消化器科;整形外科;リハビリ科,0,,
131148,230,東京都,中野区,石森脳神経外科,イシモリノウシンケイゲカ,無床診療所,東京都中野区野方5-10-15,,35.717136,139.65123,03-3310-5041,,,,,,,,,,,内科;脳神経外科,0,,
131148,231,東京都,中野区,耳鼻咽喉科　奥平医院,ジビインコウカ　オクダイライイン,無床診療所,東京都中野区野方5-18-2,,35.719017,139.651566,03-3330-1374,,,,,,,,,,,アレルギー科;小児科;耳鼻咽喉科;小児耳鼻咽喉科,0,,
131148,232,東京都,中野区,医療法人社団豊医会　竹下医院,イリョウホウジンシャダン　ホウイカイ　タケシタイイン,無床診療所,東京都中野区野方5-22-8,,35.718719,139.652344,03-3339-6658,,,,,,,,,,,内科;小児科,0,,
131148,233,東京都,中野区,のがた眼科クリニック,ノガタガンカクリニック,無床診療所,東京都中野区野方5-25-4,竹内ビル2階,35.718704,139.653,03-3223-8588,,,,,,,,,,,眼科,0,,
131148,234,東京都,中野区,長谷川医院,ハセガワイイン,無床診療所,東京都中野区野方5-28-6,,35.719379,139.652649,03-3338-2050,,,,,,,,,,,内科;皮膚科;アレルギー科;小児科;外科;形成外科;麻酔科,0,,
131148,235,東京都,中野区,重福医院,シゲフクイイン,無床診療所,東京都中野区野方5-29-5,服部ビル2F,35.719189,139.652573,03-5327-3803,,,,,,,,,,,内科;呼吸器科;アレルギー科,0,,
131148,236,東京都,中野区,中村医院,ナカムライイン,無床診療所,東京都中野区野方6-1-2,,35.71981,139.653397,03-3336-1859,,,,,,,,,,,内科;循環器科;消化器科;リハビリ科,0,,
131148,237,東京都,中野区,医療法人社団和久慈会　鳥海ペインクリニック,イリョウホウジンシャダン　ワクジカイ　トリウミペインクリニック,無床診療所,東京都中野区野方6-3-2,,35.719921,139.652786,03-3338-1414,,,,,,,,,,,内科;消化器科;外科;肛門科;整形外科;麻酔科,0,,
131148,238,東京都,中野区,堀田眼科医院,ホッタガンカイイン,無床診療所,東京都中野区野方6-3-10,,35.71994,139.653015,03-3330-0224,,,,,,,,,,,眼科,0,,
131148,239,東京都,中野区,松崎皮フ科,マツザキヒフカ,無床診療所,東京都中野区野方6-4-1,2F,35.720238,139.652649,03-3330-8071,,,,,,,,,,,皮膚科,0,,
131148,240,東京都,中野区,医療法人社団鶴翔会　つるい整形外科,イリョウホウジンシャダン　カクショウカイ　ツルイセイケイゲカ,無床診療所,東京都中野区野方6-6-2,サンクリバージュ野方1階,35.7202,139.653305,03-5327-3443,,,,,,,,,,,整形外科;リハビリ科,0,,
131148,241,東京都,中野区,医療法人社団　明笙会　たけうち内科,イリョウホウジンシャダン　メイショウカイ　タケウチナイカ,無床診療所,東京都中野区野方6-8-7,岸ビル1階,35.721001,139.652603,03-5356-5777,,,,,,,,,,,内科,0,,
131148,242,東京都,中野区,医療法人社団京愛会　ケイ・メディカルクリニック,イリョウホウジンシャダン　ケイアイカイ　ケイ・メディカルクリニック,無床診療所,東京都中野区大和町1-4-2,白鳳ビル3階,35.709663,139.652954,03-3310-7121,,,,,,,,,,,整形外科;リハビリ科,0,,
131148,243,東京都,中野区,いたばしクリニック,イタバシクリニック,無床診療所,東京都中野区大和町1-27-3,暁荘1F,35.710651,139.652756,03-5356-1623,,,,,,,,,,,内科;外科;消化器内科（胃腸内科）,0,,
